%#################################################################
Title:        Basenet Report
Design:       top
Date:         Nov 7 11:09:59 2018
%#################################################################


%
Base nets and synonyms for muctpi_lib.TOP(@muctpi_lib.top(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         
MP_VCC25            	MP_VCC25 - @muctpi_lib.MINIPOD_RX                           	 39B7                         
MP_VCC33            	MP_VCC33 - @muctpi_lib.MINIPOD_RX                           	 39B7                         
RESET*              	MPOD_RST*<0> - @muctpi_lib.MSP_FPGA                         	 33E7<                        
                    	RESET* - @muctpi_lib.MINIPOD_RX                             	 39D6<                        
RXD_N<0>            	SLRX0_N<0> - @muctpi_lib.MSP_FPGA                           	 34D7                         
                    	RXD_N<0> - @muctpi_lib.MINIPOD_RX                           	 39D2>                        
RXD_N<1>            	SLRX0_N<1> - @muctpi_lib.MSP_FPGA                           	 34C7                         
                    	RXD_N<1> - @muctpi_lib.MINIPOD_RX                           	 39D2>                        
RXD_N<2>            	SLRX0_N<2> - @muctpi_lib.MSP_FPGA                           	 34D7                         
                    	RXD_N<2> - @muctpi_lib.MINIPOD_RX                           	 39D2>                        
RXD_N<3>            	SLRX0_N<3> - @muctpi_lib.MSP_FPGA                           	 34C7                         
                    	RXD_N<3> - @muctpi_lib.MINIPOD_RX                           	 39C2>                        
RXD_N<4>            	SLRX0_N<4> - @muctpi_lib.MSP_FPGA                           	 34D7                         
                    	RXD_N<4> - @muctpi_lib.MINIPOD_RX                           	 39C2>                        
RXD_N<5>            	SLRX0_N<5> - @muctpi_lib.MSP_FPGA                           	 34C7                         
                    	RXD_N<5> - @muctpi_lib.MINIPOD_RX                           	 39C2>                        
RXD_N<6>            	SLRX0_N<6> - @muctpi_lib.MSP_FPGA                           	 34B7                         
                    	RXD_N<6> - @muctpi_lib.MINIPOD_RX                           	 39C2>                        
RXD_N<7>            	SLRX0_N<7> - @muctpi_lib.MSP_FPGA                           	 34C7                         
                    	RXD_N<7> - @muctpi_lib.MINIPOD_RX                           	 39B2>                        
RXD_N<8>            	SLRX0_N<8> - @muctpi_lib.MSP_FPGA                           	 34B7                         
                    	RXD_N<8> - @muctpi_lib.MINIPOD_RX                           	 39B2>                        
RXD_N<9>            	SLRX0_N<9> - @muctpi_lib.MSP_FPGA                           	 34C7                         
                    	RXD_N<9> - @muctpi_lib.MINIPOD_RX                           	 39B2>                        
RXD_N<10>           	SLRX0_N<10> - @muctpi_lib.MSP_FPGA                          	 34B7                         
                    	RXD_N<10> - @muctpi_lib.MINIPOD_RX                          	 39A2>                        
RXD_N<11>           	SLRX0_N<11> - @muctpi_lib.MSP_FPGA                          	 34B7                         
                    	RXD_N<11> - @muctpi_lib.MINIPOD_RX                          	 39A2>                        
RXD_P<0>            	SLRX0_P<0> - @muctpi_lib.MSP_FPGA                           	 34D7                         
                    	RXD_P<0> - @muctpi_lib.MINIPOD_RX                           	 39D2>                        
RXD_P<1>            	SLRX0_P<1> - @muctpi_lib.MSP_FPGA                           	 34C7                         
                    	RXD_P<1> - @muctpi_lib.MINIPOD_RX                           	 39D2>                        
RXD_P<2>            	SLRX0_P<2> - @muctpi_lib.MSP_FPGA                           	 34C7                         
                    	RXD_P<2> - @muctpi_lib.MINIPOD_RX                           	 39D2>                        
RXD_P<3>            	SLRX0_P<3> - @muctpi_lib.MSP_FPGA                           	 34C7                         
                    	RXD_P<3> - @muctpi_lib.MINIPOD_RX                           	 39D2>                        
RXD_P<4>            	SLRX0_P<4> - @muctpi_lib.MSP_FPGA                           	 34D7                         
                    	RXD_P<4> - @muctpi_lib.MINIPOD_RX                           	 39C2>                        
RXD_P<5>            	SLRX0_P<5> - @muctpi_lib.MSP_FPGA                           	 34C7                         
                    	RXD_P<5> - @muctpi_lib.MINIPOD_RX                           	 39C2>                        
RXD_P<6>            	SLRX0_P<6> - @muctpi_lib.MSP_FPGA                           	 34B7                         
                    	RXD_P<6> - @muctpi_lib.MINIPOD_RX                           	 39C2>                        
RXD_P<7>            	SLRX0_P<7> - @muctpi_lib.MSP_FPGA                           	 34C7                         
                    	RXD_P<7> - @muctpi_lib.MINIPOD_RX                           	 39B2>                        
RXD_P<8>            	SLRX0_P<8> - @muctpi_lib.MSP_FPGA                           	 34B7                         
                    	RXD_P<8> - @muctpi_lib.MINIPOD_RX                           	 39B2>                        
RXD_P<9>            	SLRX0_P<9> - @muctpi_lib.MSP_FPGA                           	 34C7                         
                    	RXD_P<9> - @muctpi_lib.MINIPOD_RX                           	 39B2>                        
RXD_P<10>           	SLRX0_P<10> - @muctpi_lib.MSP_FPGA                          	 34B7                         
                    	RXD_P<10> - @muctpi_lib.MINIPOD_RX                          	 39A2>                        
RXD_P<11>           	SLRX0_P<11> - @muctpi_lib.MSP_FPGA                          	 34B7                         
                    	RXD_P<11> - @muctpi_lib.MINIPOD_RX                          	 39A2>                        
SCL                 	MPOD_SCL<0> - @muctpi_lib.MSP_FPGA                          	 33E7<                        
                    	SCL - @muctpi_lib.MINIPOD_RX                                	 39D6<                        
SDA                 	MPOD_SDA<0> - @muctpi_lib.MSP_FPGA                          	 33A4<>                       
                    	SDA - @muctpi_lib.MINIPOD_RX                                	 39D4<>                       

%
Base nets and synonyms for muctpi_lib.MSP_FPGA(@muctpi_lib.top(sch_1):page1_i43@muctpi_lib.msp_fpga(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         

AXI_RXCLK           	Z2A_AXI_CLK - @muctpi_lib.TOP                               	 1C8 2E2                      
                    	AXI_RXCLK - @muctpi_lib.MSP_FPGA                            	 7C3<                         
AXI_RXD<0>          	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<0> - @muctpi_lib.MSP_FPGA                           	 7C3<                         
AXI_RXD<1>          	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<1> - @muctpi_lib.MSP_FPGA                           	 7C3<                         
AXI_RXD<2>          	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<2> - @muctpi_lib.MSP_FPGA                           	 7C3<                         
AXI_RXD<3>          	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<3> - @muctpi_lib.MSP_FPGA                           	 7C3<                         
AXI_RXD<4>          	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<4> - @muctpi_lib.MSP_FPGA                           	 7B3<                         
AXI_RXD<5>          	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<5> - @muctpi_lib.MSP_FPGA                           	 7B3<                         
AXI_RXD<6>          	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<6> - @muctpi_lib.MSP_FPGA                           	 7B3<                         
AXI_RXD<7>          	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<7> - @muctpi_lib.MSP_FPGA                           	 7B3<                         
AXI_RXD<8>          	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<8> - @muctpi_lib.MSP_FPGA                           	 7B3<                         
AXI_RXD<9>          	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<9> - @muctpi_lib.MSP_FPGA                           	 7B3<                         
AXI_RXD<10>         	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<10> - @muctpi_lib.MSP_FPGA                          	 7B3<                         
AXI_RXD<11>         	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<11> - @muctpi_lib.MSP_FPGA                          	 7B3<                         
AXI_RXD<12>         	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<12> - @muctpi_lib.MSP_FPGA                          	 7B3<                         
AXI_RXD<13>         	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<13> - @muctpi_lib.MSP_FPGA                          	 7B3<                         
AXI_RXD<14>         	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<14> - @muctpi_lib.MSP_FPGA                          	 7B3<                         
AXI_RXD<15>         	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<15> - @muctpi_lib.MSP_FPGA                          	 7B3<                         
AXI_RXD<16>         	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<16> - @muctpi_lib.MSP_FPGA                          	 7B3<                         
AXI_RXD<17>         	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<17> - @muctpi_lib.MSP_FPGA                          	 7B3<                         
AXI_RXD<18>         	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<18> - @muctpi_lib.MSP_FPGA                          	 7B3<                         
AXI_RXD<19>         	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<19> - @muctpi_lib.MSP_FPGA                          	 7B3<                         
AXI_RXD<20>         	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<20> - @muctpi_lib.MSP_FPGA                          	 7B3<                         
AXI_RXD<21>         	Z2A_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C8 2E2                      
                    	AXI_RXD<21> - @muctpi_lib.MSP_FPGA                          	 7B3<                         
AXI_TXCLK           	A2Z_AXI_CLK - @muctpi_lib.TOP                               	 1C6 2E4                      
                    	AXI_TXCLK - @muctpi_lib.MSP_FPGA                            	 7D3>                         
AXI_TXD<0>          	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<0> - @muctpi_lib.MSP_FPGA                           	 7E3>                         
AXI_TXD<1>          	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<1> - @muctpi_lib.MSP_FPGA                           	 7E3>                         
AXI_TXD<2>          	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<2> - @muctpi_lib.MSP_FPGA                           	 7E3>                         
AXI_TXD<3>          	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<3> - @muctpi_lib.MSP_FPGA                           	 7E3>                         
AXI_TXD<4>          	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<4> - @muctpi_lib.MSP_FPGA                           	 7E3>                         
AXI_TXD<5>          	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<5> - @muctpi_lib.MSP_FPGA                           	 7D3>                         
AXI_TXD<6>          	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<6> - @muctpi_lib.MSP_FPGA                           	 7D3>                         
AXI_TXD<7>          	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<7> - @muctpi_lib.MSP_FPGA                           	 7D3>                         
AXI_TXD<8>          	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<8> - @muctpi_lib.MSP_FPGA                           	 7D3>                         
AXI_TXD<9>          	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<9> - @muctpi_lib.MSP_FPGA                           	 7D3>                         
AXI_TXD<10>         	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<10> - @muctpi_lib.MSP_FPGA                          	 7D3>                         
AXI_TXD<11>         	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<11> - @muctpi_lib.MSP_FPGA                          	 7D3>                         
AXI_TXD<12>         	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<12> - @muctpi_lib.MSP_FPGA                          	 7D3>                         
AXI_TXD<13>         	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<13> - @muctpi_lib.MSP_FPGA                          	 7D3>                         
AXI_TXD<14>         	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<14> - @muctpi_lib.MSP_FPGA                          	 7D3>                         
AXI_TXD<15>         	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<15> - @muctpi_lib.MSP_FPGA                          	 7D3>                         
AXI_TXD<16>         	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<16> - @muctpi_lib.MSP_FPGA                          	 7D3>                         
AXI_TXD<17>         	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<17> - @muctpi_lib.MSP_FPGA                          	 7D3>                         
AXI_TXD<18>         	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<18> - @muctpi_lib.MSP_FPGA                          	 7D3>                         
AXI_TXD<19>         	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<19> - @muctpi_lib.MSP_FPGA                          	 7D3>                         
AXI_TXD<20>         	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<20> - @muctpi_lib.MSP_FPGA                          	 7D3>                         
AXI_TXD<21>         	A2Z_AXI_D<21..0> - @muctpi_lib.TOP                          	 1C6 2E4                      
                    	AXI_TXD<21> - @muctpi_lib.MSP_FPGA                          	 7D3>                         
CFG_CCLK            	MPA_CFG<1> - @muctpi_lib.TOP                                	 1E8                          
                    	CFG_CCLK - @muctpi_lib.MSP_FPGA                             	 4C6<                         
CFG_DIN             	MPA_CFG<2> - @muctpi_lib.TOP                                	 1E8                          
                    	CFG_DIN - @muctpi_lib.MSP_FPGA                              	 4D2<                         
CFG_DONE            	MPA_CFG<4> - @muctpi_lib.TOP                                	 1E6                          
                    	CFG_DONE - @muctpi_lib.MSP_FPGA                             	 4C6<>                        
CFG_INIT*           	MPA_CFG<3> - @muctpi_lib.TOP                                	 1E6                          
                    	CFG_INIT* - @muctpi_lib.MSP_FPGA                            	 4D6<>                        
CFG_PROG*           	MPA_CFG<0> - @muctpi_lib.TOP                                	 1E8                          
                    	CFG_PROG* - @muctpi_lib.MSP_FPGA                            	 4D6<                         
ENA_MGTAVCC         	ENA_MGTAVCC - @muctpi_lib.TOP                               	 1B4 1B8 2B8 3E1              
                    	ENA_MGTAVCC - @muctpi_lib.MSP_FPGA                          	 13D6<                        
                    	RUN - @muctpi_lib.DCDC_26A_1V0(i8_page11)                   	 27C7<                        
ENA_MGTAVTT         	ENA_MGTAVTT - @muctpi_lib.TOP                               	 1B4 1B8 2B8 3E1              
                    	ENA_MGTAVTT - @muctpi_lib.MSP_FPGA                          	 13C6<                        
                    	RUN - @muctpi_lib.DCDC_26A_1V2(i9_page11)                   	 28C7<                        
ENA_VCCINT          	ENA_VCCINT - @muctpi_lib.TOP                                	 1B4 1B8 2B8 3B3 3E1          
                    	ENA_VCCINT - @muctpi_lib.MSP_FPGA                           	 13B6<                        
                    	RUN - @muctpi_lib.DCDC_36A_0V95(i15_page11)                 	 26C7<                        
GCLK_68_N           	TTC_CLK_N<0> - @muctpi_lib.TOP                              	 1D8                          
                    	GCLK_68_N - @muctpi_lib.MSP_FPGA                            	 6D8<                         
GCLK_68_P           	TTC_CLK_P<0> - @muctpi_lib.TOP                              	 1D8                          
                    	GCLK_68_P - @muctpi_lib.MSP_FPGA                            	 6D8<                         
GCLK_71_N           	SYS_CLK_N<0> - @muctpi_lib.TOP                              	 1C8                          
                    	GCLK_71_N - @muctpi_lib.MSP_FPGA                            	 6C3<                         
GCLK_71_P           	SYS_CLK_P<0> - @muctpi_lib.TOP                              	 1C8                          
                    	GCLK_71_P - @muctpi_lib.MSP_FPGA                            	 6C3<                         
GCLK_72_N           	ZYQ_CLK_N<0> - @muctpi_lib.TOP                              	 1C8                          
                    	GCLK_72_N - @muctpi_lib.MSP_FPGA                            	 7D7<                         
GCLK_72_P           	ZYQ_CLK_P<0> - @muctpi_lib.TOP                              	 1C8                          
                    	GCLK_72_P - @muctpi_lib.MSP_FPGA                            	 7D7<                         
GND_ADC             	GND_ADC - @muctpi_lib.MSP_FPGA                              	 4C3                          
GTHTX_N<0>          	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<0> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_N<1>          	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<1> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_N<2>          	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<2> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_N<3>          	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<3> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_N<4>          	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<4> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_N<5>          	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<5> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_N<6>          	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<6> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_N<7>          	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<7> - @muctpi_lib.MSP_FPGA                           	 9A1>                         
GTHTX_N<8>          	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<8> - @muctpi_lib.MSP_FPGA                           	 10D5>                        
GTHTX_N<9>          	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<9> - @muctpi_lib.MSP_FPGA                           	 10D5>                        
GTHTX_N<10>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<10> - @muctpi_lib.MSP_FPGA                          	 10D5>                        
GTHTX_N<11>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<11> - @muctpi_lib.MSP_FPGA                          	 10D5>                        
GTHTX_N<12>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<12> - @muctpi_lib.MSP_FPGA                          	 10D5>                        
GTHTX_N<13>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<13> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_N<14>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<14> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_N<15>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<15> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_N<16>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<16> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_N<17>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<17> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_N<18>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<18> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_N<19>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<19> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_N<20>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<20> - @muctpi_lib.MSP_FPGA                          	 10B5>                        
GTHTX_N<21>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<21> - @muctpi_lib.MSP_FPGA                          	 10B5>                        
GTHTX_N<22>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<22> - @muctpi_lib.MSP_FPGA                          	 10B5>                        
GTHTX_N<23>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<23> - @muctpi_lib.MSP_FPGA                          	 10B5>                        
GTHTX_N<24>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<24> - @muctpi_lib.MSP_FPGA                          	 10B5>                        
GTHTX_N<25>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<25> - @muctpi_lib.MSP_FPGA                          	 10A5>                        
GTHTX_N<26>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<26> - @muctpi_lib.MSP_FPGA                          	 10A5>                        
GTHTX_N<27>         	A2T_GT_N<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_N<27> - @muctpi_lib.MSP_FPGA                          	 10A5>                        
GTHTX_P<0>          	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<0> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_P<1>          	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<1> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_P<2>          	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<2> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_P<3>          	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<3> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_P<4>          	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<4> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_P<5>          	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<5> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_P<6>          	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<6> - @muctpi_lib.MSP_FPGA                           	 9B1>                         
GTHTX_P<7>          	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<7> - @muctpi_lib.MSP_FPGA                           	 9A1>                         
GTHTX_P<8>          	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<8> - @muctpi_lib.MSP_FPGA                           	 10D5>                        
GTHTX_P<9>          	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<9> - @muctpi_lib.MSP_FPGA                           	 10D5>                        
GTHTX_P<10>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<10> - @muctpi_lib.MSP_FPGA                          	 10D5>                        
GTHTX_P<11>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<11> - @muctpi_lib.MSP_FPGA                          	 10D5>                        
GTHTX_P<12>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<12> - @muctpi_lib.MSP_FPGA                          	 10D5>                        
GTHTX_P<13>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<13> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_P<14>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<14> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_P<15>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<15> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_P<16>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<16> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_P<17>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<17> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_P<18>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<18> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_P<19>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<19> - @muctpi_lib.MSP_FPGA                          	 10C5>                        
GTHTX_P<20>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<20> - @muctpi_lib.MSP_FPGA                          	 10B5>                        
GTHTX_P<21>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<21> - @muctpi_lib.MSP_FPGA                          	 10B5>                        
GTHTX_P<22>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<22> - @muctpi_lib.MSP_FPGA                          	 10B5>                        
GTHTX_P<23>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<23> - @muctpi_lib.MSP_FPGA                          	 10B5>                        
GTHTX_P<24>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<24> - @muctpi_lib.MSP_FPGA                          	 10B5>                        
GTHTX_P<25>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<25> - @muctpi_lib.MSP_FPGA                          	 10B5>                        
GTHTX_P<26>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<26> - @muctpi_lib.MSP_FPGA                          	 10A5>                        
GTHTX_P<27>         	A2T_GT_P<27..0> - @muctpi_lib.TOP                           	 1B6 2D8                      
                    	GTHTX_P<27> - @muctpi_lib.MSP_FPGA                          	 10A5>                        
HPIO65D_N<0>        	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<0> - @muctpi_lib.MSP_FPGA                         	 5E8<>                        
HPIO65D_N<1>        	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<1> - @muctpi_lib.MSP_FPGA                         	 5E8<>                        
